QKEY,INTERVIEW_START_W153,INTERVIEW_END_W153,DEVICE_TYPE_W153,SVYMODE_W153,LANG_W153,FORM_W153,X_NONINTERNET_W153,PRZCMPGN_W153,MATTERS_W153,VOTEGEN24_W153,VOTEGEN24_LEAN_W153,VOTEGEN2_TRUMP_W153,VOTEGEN2_HARRIS_W153,VOTESTRONG_W153,DTFORAGNST_W153,KHFORAGNST_W153,SATISPRESCAND_W153,TRUMP_FEEL_PRD_W153,TRUMP_FEEL_UNE_W153,TRUMP_FEEL_ANGR_W153,TRUMP_FEEL_HPF_W153,HARRIS_FEEL_PRD_W153,HARRIS_FEEL_UNE_W153,HARRIS_FEEL_ANGR_W153,HARRIS_FEEL_HPF_W153,WINCLEAR_W153,WINCLEARWHO_W153,WINCLEARWHO2_W153,ISSUEPRES_ECON_W153,ISSUEPRES_HEALTH_W153,ISSUEPRES_GUN_W153,ISSUEPRES_SCOTUS_W153,ISSUEPRES_FP_W153,ISSUEPRES_IMM_W153,ISSUEPRES_ABTN_W153,ISSUEPRES_CLIM_W153,ISSUEPRES_RCE_W153,ISSUEPRES_CRIM_W153,CONVOP_W153,CONSUPRT_TRUMP_W153,CONSUPRT_HARRIS_W153,CONSUPRT_OTHER_W153,CONSUPRT_UNDEC_W153,CAMPISSUE_W153,NEXTCOMP_W153,DTCONF_MON_W153,DTCONF_ECON_W153,DTCONF_ABCN_W153,DTCONF_CRIM_W153,DTCONF_CLSR_W153,DTCONF_FRGN_W153,DTCONF_RACE_W153,DTCONF_HCP_W153,DTCONF_SCT_W153,DTCONF_IMMI_W153,KHCONF_MON_W153,KHCONF_ECON_W153,KHCONF_ABCN_W153,KHCONF_CRIM_W153,KHCONF_CLSR_W153,KHCONF_FRGN_W153,KHCONF_RACE_W153,KHCONF_HCP_W153,KHCONF_SCT_W153,KHCONF_IMMI_W153,ELCTCOLLB_W153,TRUMPDESC_HNST_W153,TRUMPDESC_ORD_W153,TRUMPDESC_WI_W153,TRUMPDESC_TEMP_W153,TRUMPDESC_DWN_W153,TRUMPDESC_GS_W153,TRUMPDESC_MNSHRP_W153,TRUMPDESC_MDL_W153,TRUMPDESC_STND_W153,HARRISDESC_HNST_W153,HARRISDESC_ORD_W153,HARRISDESC_WI_W153,HARRISDESC_TEMP_W153,HARRISDESC_DWN_W153,HARRISDESC_GS_W153,HARRISDESC_MNSHRP_W153,HARRISDESC_MDL_W153,HARRISDESC_STND_W153,CAMPCRIT_KH_W153,CAMPCRIT_DT_W153,EVAL_TVS_W153,EVAL_BVS_W153,ECON1_W153,ECON1B_W153,ECONCONC_PRICE_W153,ECONCONC_UNEM_W153,ECONCONC_REAL_W153,ECONCONC_STCK_W153,VTSECTECH1_W153,VTSECTECH2_W153,ELECT_AI1_W153,ELECT_AI2_W153,DT_GRPS_BLCK_W153,DT_GRPS_WHT_W153,DT_GRPS_HS_W153,DT_GRPS_AS_W153,DT_GRPS_WLTH_W153,DT_GRPS_POOR_W153,DT_GRPS_WM_W153,DT_GRPS_MN_W153,DT_GRPS_UM_W153,DT_GRPS_RRL_W153,DT_GRPS_CTS_W153,DT_GRPS_VT_W153,KH_GRPS_BLCK_W153,KH_GRPS_WHT_W153,KH_GRPS_HS_W153,KH_GRPS_AS_W153,KH_GRPS_WLTH_W153,KH_GRPS_POOR_W153,KH_GRPS_WM_W153,KH_GRPS_MN_W153,KH_GRPS_UM_W153,KH_GRPS_RRL_W153,KH_GRPS_CTS_W153,KH_GRPS_VT_W153,VPQUALREP_W153,VPQUALDEM_W153,FAVPOL_VANCE_W153,FAVPOL_WALZ_W153,PRESACTACPT_KH_FEDWRK_W153,PRESACTACPT_KH_PRDN_W153,PRESACTACPT_KH_INVSTG_W153,PRESACTACPT_KH_EO_W153,PRESACTACPT_DT_FEDWRK_W153,PRESACTACPT_DT_PRDN_W153,PRESACTACPT_DT_INVSTG_W153,PRESACTACPT_DT_EO_W153,TRUMPCHAR_GEND_W153,TRUMPCHAR_RACE_W153,TRUMPCHAR_AGE_W153,HARCHAR_RACE_W153,HARCHAR_GEND_W153,HARCHAR_AGE_W153,DTINDICTHRD_W153,DTINDICTLGL_W153,DTCRIM_NYC_W153,SEAS_W153,VACA_W153,VACA2_W153,SNSUSE_W153,ELECTFTGSNSINT_W153,TALKDISASNSINT_W153,TALKCMNSNSINT_W153,HORSE_W153,VALVOTE2016_W78,VOTECHOICE2016_VAL_W78,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_VALVOTE2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W78_W153,WEIGHT_W153
201901022149,29-Aug-2024 13:21:07,29-Aug-2024 13:26:53,3,1,10,1,2,2,1,4,2,,,,,2,4,5,2,3,5,4,2,2,4,2,,2,1,1,1,1,1,1,1,2,1,1,2,,,,,2,1,2,2,2,3,3,,,,,,2,2,3,2,3,,,,,,1,3,3,3,4,4,,,,,3,3,3,2,3,,,,,,,2,,3,3,1,2,1,2,1,4,,,3,3,3,3,3,3,,,,,,,3,3,3,3,3,3,,,,,,,2,3,,,2,4,3,2,3,4,4,2,3,3,3,3,3,3,3,,1,2,1,2,1,3,1,2,2,1,2,1,4,9,1,4,1,2,3,1,1,4,1,3,4,1,2,1,2,2,4,2,,4,2,3,1,1,6,3,2,1,2,0.48544322136733303,0.5988818902381485
201901022237,29-Aug-2024 20:06:08,29-Aug-2024 20:52:44,1,1,9,2,2,1,99,1,,1,,2,1,,2,3,5,5,2,4,2,3,5,1,1,,1,1,3,2,2,1,1,2,2,1,4,,,,,,1,,,,,,2,2,1,2,1,,,,,,1,3,2,2,1,2,,,,,,3,2,3,1,,,,,,1,2,2,2,1,1,,,4,2,1,1,1,1,,,4,1,,,,,,,1,1,1,1,1,1,,,,,,,2,3,3,2,2,2,,,2,2,4,4,2,2,3,4,2,2,1,1,2,1,3,1,4,4,,2,2,5,2,,,,1,,,2,1,2,2,3,1,2,4,2,,1,1,1,1,3,2,2,2,5,1,,2,,1,1,1,1,6,2,1,2,2,,1.051447601299601
201901022244,27-Aug-2024 16:45:56,27-Aug-2024 17:01:11,3,1,9,1,2,1,1,1,,1,,1,1,,2,1,5,5,1,5,1,1,5,2,,1,1,1,1,1,1,1,4,4,3,1,1,,,,,2,2,3,1,2,1,2,,,,,,4,4,4,4,4,,,,,,2,2,2,2,3,2,,,,,4,4,4,4,4,,,,,,,,2,4,1,1,2,2,3,1,4,,,1,1,1,1,1,1,,,,,,,2,2,3,2,2,2,,,,,,,1,2,,,4,3,4,4,2,2,3,2,3,3,2,3,1,3,1,,2,3,2,1,2,,,,1,2,,1,3,5,2,4,1,1,5,2,,4,3,5,4,1,12,,3,6,1,,1,,1,1,1,1,9,2,2,2,2,0.6880349417928715,0.6198438901634284
201901022267,28-Aug-2024 00:18:29,28-Aug-2024 00:28:01,3,1,9,2,2,1,1,2,,,1,1,,1,3,5,1,1,5,2,5,5,2,2,,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,,1,,,,,,3,4,4,4,3,,,,,,1,1,1,1,3,2,,,,,,4,4,4,4,,,,,,1,1,1,2,2,1,,,3,1,1,2,1,2,,,4,1,,,,,,,2,3,2,2,2,2,,,,,,,1,3,1,1,1,1,,,4,2,4,4,4,4,4,4,4,4,3,3,2,3,3,1,1,1,,3,1,4,2,,,,2,1,1,1,3,7,2,4,1,2,4,2,,1,1,1,1,1,3,2,4,3,3,2,,2,2,3,1,1,99,3,2,2,99,0.41919613973169,0.5742676420497647
201901022306,27-Aug-2024 15:19:50,27-Aug-2024 15:36:54,3,1,9,2,2,1,1,2,,,1,1,,1,1,5,1,2,5,2,5,5,1,2,,2,2,1,2,1,1,3,1,1,1,2,2,2,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,2,1,,,,,,4,4,4,2,,,,,,1,1,1,1,2,1,,,2,1,1,2,3,1,,,2,2,,,,,,,2,3,2,2,2,2,,,,,,,99,1,1,1,1,1,,,4,1,4,4,4,3,4,4,4,4,1,1,2,1,3,1,2,1,,2,2,4,2,,,,2,1,2,1,4,9,2,4,1,2,3,2,,1,1,1,1,1,7,,4,6,2,,1,,2,4,1,1,6,4,2,2,2,0.4029466169489095,0.5873977620884415
201901022346,28-Aug-2024 10:36:40,28-Aug-2024 10:46:10,1,1,9,1,2,1,1,2,,,1,1,,1,1,5,1,2,5,1,5,5,1,2,,2,1,1,2,1,1,1,1,2,1,1,2,,,,,1,1,4,3,4,3,4,,,,,,1,1,1,1,1,,,,,,1,4,4,3,4,4,,,,,1,1,1,1,1,,,,,,,2,,2,1,2,3,2,1,1,3,,,2,1,2,2,1,2,,,,,,,1,1,1,1,3,1,,,,,,,2,1,,,4,4,4,2,4,4,4,4,3,3,2,3,3,1,2,,1,3,2,4,2,,,,2,1,1,2,2,3,2,4,2,1,5,2,,1,2,2,1,1,1,1,1,1,2,,1,,2,4,1,1,9,4,1,2,3,0.3363973960481602,0.4034249748553965
201901022360,29-Aug-2024 10:06:28,29-Aug-2024 10:18:45,1,1,9,1,2,1,1,2,,,1,1,,2,3,5,1,1,5,2,5,5,2,1,2,,1,1,2,1,1,2,1,1,2,1,1,,,,,1,1,4,4,4,4,4,,,,,,1,1,1,1,2,,,,,,2,4,4,4,4,4,,,,,2,1,1,1,1,,,,,,,1,,3,1,1,1,1,3,1,3,,,2,2,2,2,2,2,,,,,,,1,3,1,1,2,1,,,,,,,2,1,,,3,4,4,1,4,4,4,4,3,3,2,1,1,1,1,,1,1,2,5,1,2,2,2,2,1,2,1,3,5,1,3,1,2,3,2,,1,1,1,1,1,3,2,4,4,2,,1,,2,3,1,1,7,3,2,1,2,0.5235142400241026,0.4929622164655528
201901022372,28-Aug-2024 19:44:14,28-Aug-2024 21:51:10,1,1,9,1,2,1,1,,,,,,,,2,5,2,3,5,2,5,5,2,1,2,,1,2,3,1,2,2,1,2,1,1,2,,,,,1,1,4,3,4,3,4,,,,,,3,2,1,2,2,,,,,,1,4,4,4,4,4,,,,,2,2,1,1,2,,,,,,,,,2,3,1,1,1,2,1,3,,,2,1,2,2,1,2,,,,,,,1,1,1,1,2,1,,,,,,,2,1,,,4,4,3,2,4,4,4,2,1,1,2,3,3,3,3,,1,3,1,2,1,2,2,1,,2,,1,4,9,2,2,1,1,5,1,7,4,4,3,4,1,1,1,1,2,3,2,,3,2,3,3,2,9,3,1,2,2,0.7280395525178177,0.85948077658371
201901022402,29-Aug-2024 14:58:45,29-Aug-2024 15:07:58,1,1,9,1,2,2,4,4,1,,,,1,,4,3,4,4,3,5,1,1,5,1,2,,1,2,4,2,2,1,4,4,3,1,4,,,,,,1,2,2,4,2,2,,,,,,4,4,4,4,4,,,,,,1,2,3,2,4,3,,,,,4,4,4,4,4,,,,,,,,2,4,2,1,2,1,3,1,4,,,3,3,3,3,3,3,,,,,,,2,2,2,2,2,2,,,,,,,3,3,,,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,,3,2,2,5,1,2,2,1,1,2,,2,1,2,3,2,2,3,2,2,,1,1,1,1,1,12,,3,6,4,1,,5,1,2,1,1,4,3,2,2,2,2.667696368096126,1.3260485453474833
201901022408,28-Aug-2024 07:51:48,28-Aug-2024 08:07:16,3,1,9,1,2,1,1,1,,1,,1,1,,3,1,5,5,2,5,1,2,5,2,,1,1,1,1,1,1,1,4,4,2,1,2,,,,,2,2,2,1,2,1,2,,,,,,4,4,4,4,4,,,,,,2,2,1,1,2,2,,,,,3,4,4,2,2,,,,,,,,2,4,1,1,1,1,1,1,3,,,1,1,1,1,3,1,,,,,,,2,2,2,2,3,2,,,,,,,1,2,,,2,2,2,4,2,2,2,3,1,3,3,1,2,3,1,,2,3,2,3,2,,,,1,1,1,1,4,8,2,4,2,2,3,2,,1,1,1,1,1,1,1,1,5,1,,2,,1,1,1,1,6,2,2,2,2,0.5605197342590027,0.6413733874586317
201901022411,27-Aug-2024 16:21:54,27-Aug-2024 16:37:19,3,1,9,1,2,1,1,1,,1,,1,1,,2,2,5,5,1,5,2,3,5,2,,1,1,1,1,2,1,1,2,4,3,1,2,,,,,1,1,1,1,2,1,1,,,,,,4,4,2,4,4,,,,,,2,1,1,1,1,1,,,,,4,3,4,2,3,,,,,,,,2,3,3,1,2,3,1,1,3,,,3,3,1,3,3,1,,,,,,,1,2,3,3,2,3,,,,,,,3,2,,,4,4,4,4,2,2,2,2,3,3,3,1,1,3,2,,2,1,2,3,1,3,2,2,1,1,1,1,4,8,2,4,2,1,6,2,,1,1,1,1,1,5,,4,5,1,,2,,1,1,1,1,9,2,2,1,2,0.22038153297240012,0.1879901313554597
201901022435,28-Aug-2024 03:48:48,28-Aug-2024 03:57:20,3,1,9,1,2,1,1,2,,,1,1,,1,1,5,1,1,5,1,5,5,1,2,,99,2,1,1,1,2,2,1,1,1,2,2,,,,,2,2,4,4,4,4,4,,,,,,2,1,1,1,3,,,,,,1,4,4,4,4,4,,,,,1,1,1,2,1,,,,,,,2,,2,99,1,2,2,2,1,4,,,2,1,2,2,1,2,,,,,,,1,3,1,1,2,1,,,,,,,2,1,,,4,3,4,2,4,4,4,4,1,1,3,2,2,1,2,,1,3,1,4,1,3,2,2,2,1,2,1,3,7,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,5,2,,1,,2,4,1,1,6,4,2,2,2,0.5113385435918238,0.6736738356798667
201901022457,27-Aug-2024 17:09:59,27-Aug-2024 17:23:24,3,1,9,2,2,2,2,4,2,,,,,2,4,4,1,4,4,4,3,4,4,2,,99,2,2,2,2,1,2,2,2,3,2,2,1,1,2,2,,1,,,,,,4,4,4,3,3,,,,,,3,3,3,3,4,99,,,,,,4,4,4,4,,,,,,2,2,2,2,2,1,,,2,2,1,1,1,1,,,3,3,,,,,,,2,3,3,3,3,3,,,,,,,1,3,3,3,3,3,,,4,2,4,4,4,4,4,4,4,4,1,1,2,1,2,1,2,2,,1,2,4,1,2,2,2,2,2,,1,3,7,2,3,2,1,5,2,,1,1,1,1,1,1,2,1,6,1,,2,,1,2,1,1,9,3,2,2,3,0.8601728121468052,0.9659502886855968
201901022506,27-Aug-2024 15:18:05,27-Aug-2024 15:25:50,1,1,9,1,2,1,1,1,,1,,2,2,,3,4,4,4,3,5,1,2,5,2,,1,1,2,4,4,1,1,3,3,3,2,1,,,,,1,1,2,1,1,1,3,,,,,,4,4,4,3,4,,,,,,2,3,1,2,4,3,,,,,4,4,4,2,4,,,,,,,,1,3,1,1,2,1,2,1,4,,,1,3,2,1,3,1,,,,,,,2,2,2,2,2,2,,,,,,,2,2,,,4,4,4,4,4,3,4,4,3,3,3,3,3,3,1,,2,3,1,1,1,2,2,1,1,1,1,1,3,7,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,,1,1,1,1,9,2,1,1,2,0.3456478858490155,0.4057358746301525
201901022530,31-Aug-2024 21:12:23,31-Aug-2024 21:19:57,1,1,9,2,2,2,1,2,,,1,2,,2,2,5,1,4,5,3,4,5,3,2,,2,1,1,2,1,1,2,1,1,2,2,4,,,,,,2,,,,,,4,4,4,4,4,,,,,,2,2,2,2,2,1,,,,,,4,3,4,2,,,,,,2,1,1,2,2,1,,,3,3,2,3,1,4,,,4,3,,,,,,,2,2,2,2,2,3,,,,,,,1,3,1,3,3,3,,,4,2,2,2,2,2,2,2,2,4,1,1,2,2,3,1,4,1,,3,1,1,2,,,,2,2,,1,4,9,2,2,1,1,6,2,,1,3,5,1,1,2,2,2,5,2,,2,,2,3,1,1,9,3,1,2,3,0.481128992306465,0.45086201265775594
201901022554,27-Aug-2024 23:45:21,27-Aug-2024 23:50:09,1,1,9,2,2,1,1,2,,,1,2,,2,3,5,1,1,5,3,3,5,3,1,2,,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,,2,,,,,,4,4,4,4,4,,,,,,3,1,2,1,3,2,,,,,,4,4,4,2,,,,,,2,1,2,1,2,1,,,3,3,1,1,1,3,,,2,1,,,,,,,2,3,2,3,2,2,,,,,,,3,3,3,3,3,3,,,4,1,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,1,,3,2,4,1,2,2,1,2,1,2,1,2,3,2,1,1,1,5,2,,1,1,1,1,6,11,,4,6,2,,2,,2,4,1,1,4,5,1,2,2,1.8756922149398791,1.5882269849808321
201901022601,27-Aug-2024 17:39:34,27-Aug-2024 17:48:22,1,1,9,2,2,1,1,2,,,1,1,,1,2,5,1,1,5,2,5,5,2,2,,2,2,1,2,2,2,2,1,2,2,3,2,2,1,2,1,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,,4,4,4,4,,,,,,1,1,1,1,2,1,,,2,1,2,3,2,4,,,2,3,,,,,,,2,1,2,2,2,2,,,,,,,1,3,1,1,1,1,,,4,1,4,4,4,4,4,4,4,4,3,1,2,2,2,1,3,1,,3,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,6,2,,1,1,1,1,6,5,,4,5,2,,1,,2,4,1,1,6,5,1,2,2,0.4743010932713044,0.34177821791293167
201901022628,28-Aug-2024 14:03:49,28-Aug-2024 14:12:20,3,1,9,2,2,1,2,2,,,1,2,,1,3,5,1,1,5,3,4,4,3,2,,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,,1,,,,,,3,4,4,4,4,,,,,,3,2,2,3,2,2,,,,,,4,4,4,2,,,,,,3,2,2,2,2,1,,,2,3,2,2,2,2,,,2,3,,,,,,,2,1,2,2,3,3,,,,,,,1,3,1,3,2,3,,,4,2,4,4,4,3,4,4,4,3,3,3,2,1,1,1,3,1,,3,1,2,1,2,2,2,2,1,2,1,3,6,2,2,1,1,6,2,,4,2,2,4,1,1,1,1,5,2,,2,,2,3,1,1,9,3,1,1,3,0.8682241340793322,0.6360133448015058
201901022647,28-Aug-2024 21:51:32,28-Aug-2024 21:56:46,1,1,9,1,2,3,2,,,2,,1,1,,2,2,5,5,2,5,2,2,5,1,1,,2,2,2,3,2,1,3,3,3,2,3,,,,,1,1,1,1,1,1,1,,,,,,4,4,3,3,4,,,,,,2,1,1,1,2,1,,,,,3,3,3,3,3,,,,,,,,2,4,2,1,3,1,3,1,4,,,3,3,3,3,3,1,,,,,,,3,3,3,3,3,2,,,,,,,3,3,,,4,4,4,4,3,3,2,2,1,3,3,3,2,3,3,,2,3,2,2,1,2,2,2,,2,,1,3,5,3,3,1,3,2,2,,1,1,1,1,3,2,2,2,5,1,,1,,1,2,3,2,1,3,2,2,1,3.076324547841512,2.38714543608236
201901022649,27-Aug-2024 18:06:57,27-Aug-2024 18:16:34,1,1,9,2,2,1,1,1,,1,,1,1,,1,1,5,5,1,5,1,1,5,2,,1,1,1,1,2,1,1,2,3,1,1,2,1,2,2,1,,1,,,,,,1,1,1,1,1,,,,,,4,4,4,4,4,2,,,,,,1,1,1,1,,,,,,4,4,4,4,1,2,,,3,1,1,1,1,1,,,4,6,,,,,,,1,1,1,1,1,1,,,,,,,2,2,2,2,2,2,,,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,,1,1,3,1,1,2,2,1,1,1,1,1,2,2,4,2,2,4,2,,1,1,1,1,1,1,2,1,6,1,,1,,1,1,1,1,3,2,2,2,2,0.6239222651809065,0.7404159172315644
201901022699,27-Aug-2024 15:21:36,27-Aug-2024 15:32:59,1,1,9,1,2,1,1,4,2,,,,,2,4,5,1,1,5,4,4,4,3,1,2,,1,1,1,1,1,1,2,2,2,2,2,,,,,1,1,4,4,4,4,4,,,,,,3,3,2,2,2,,,,,,1,4,4,4,4,4,,,,,2,2,2,2,2,,,,,,,2,,4,3,1,2,1,1,1,4,,,2,3,2,2,1,2,,,,,,,1,3,1,1,3,3,,,,,,,3,1,,,4,4,4,3,4,4,4,4,3,3,1,1,1,1,2,,1,3,1,2,1,2,2,2,2,1,3,1,1,1,3,3,1,2,3,2,,1,1,1,1,1,2,2,2,5,3,2,,4,2,3,1,1,9,3,2,1,3,0.6639313589322235,0.49013763464899235
201901022702,27-Aug-2024 16:44:11,27-Aug-2024 16:58:16,1,1,9,1,2,3,1,1,,1,,1,1,,1,1,5,5,1,5,1,1,5,2,,99,1,1,1,2,1,1,1,2,2,1,3,,,,,1,1,1,1,1,1,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,2,3,4,3,3,,,,,,,,99,3,2,1,1,1,4,1,3,,,1,1,1,3,3,1,,,,,,,1,2,2,2,3,2,,,,,,,3,3,,,3,4,2,4,3,3,4,4,3,3,3,3,3,3,5,,99,3,2,5,2,,,,1,1,2,1,2,3,3,3,2,3,1,2,,1,1,1,1,1,1,2,1,6,1,,1,,1,2,1,2,7,3,1,2,2,0.7343553391414908,0.7082009880392859
201901022706,28-Aug-2024 13:49:11,28-Aug-2024 14:12:50,3,1,9,2,2,1,1,2,,,1,1,,1,3,5,1,1,5,1,5,5,1,1,2,,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,,1,,,,,,4,4,4,4,4,,,,,,1,1,1,1,1,1,,,,,,4,4,4,2,,,,,,1,1,1,1,2,1,,,3,1,1,1,1,2,,,4,1,,,,,,,2,3,2,2,2,2,,,,,,,1,1,1,1,1,1,,,4,1,4,4,1,1,4,4,4,4,3,1,2,1,1,1,1,1,,4,1,1,2,,,,2,1,2,1,3,5,2,4,1,2,4,2,,1,1,1,1,1,5,,4,5,2,,1,,2,4,1,1,5,4,2,1,2,0.14142377115482305,0.1616712867333535
201901022726,27-Aug-2024 16:31:42,27-Aug-2024 16:34:52,1,1,10,2,2,2,4,,,2,,2,1,,2,1,5,5,4,3,4,3,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,,2,,,,,,2,2,1,2,3,,,,,,2,4,3,3,2,1,,,,,,3,3,3,3,,,,,,2,3,1,3,1,1,,,3,2,2,1,2,1,,,1,3,,,,,,,3,2,1,3,1,1,,,,,,,3,3,3,3,3,3,,,5,5,4,4,4,4,1,1,99,1,3,3,3,3,3,3,2,3,,3,1,2,1,1,1,1,,2,,1,4,8,1,2,2,3,1,1,3,1,2,3,1,3,4,2,4,5,1,,2,,1,2,2,2,3,3,3,1,1,0.5102521812531325,0.7826638941900803
201901022772,27-Aug-2024 15:24:47,27-Aug-2024 15:40:57,3,1,9,1,2,1,1,2,,,1,1,,2,2,5,1,1,5,2,5,5,2,2,,2,2,1,1,1,2,2,1,2,2,2,2,,,,,1,1,4,3,4,3,4,,,,,,2,1,1,1,2,,,,,,2,4,4,4,4,4,,,,,1,2,2,1,2,,,,,,,2,,2,3,2,1,3,1,1,3,,,2,2,2,2,1,2,,,,,,,3,3,3,3,3,1,,,,,,,2,1,,,4,4,3,2,4,4,4,4,1,1,2,3,3,3,3,,1,1,1,1,2,,,,2,1,2,1,1,2,2,4,1,2,3,2,,1,1,1,1,1,10,,3,6,2,,1,,2,3,1,1,8,3,2,2,2,0.3689200735713181,0.4166778730933206
201901022785,27-Aug-2024 15:46:38,27-Aug-2024 16:03:07,1,1,9,1,2,2,1,,,,1,1,,1,2,5,2,5,5,2,5,5,2,2,,2,1,1,1,2,2,2,3,2,1,1,3,,,,,2,1,4,4,4,4,4,,,,,,2,1,1,1,1,,,,,,1,4,4,4,4,4,,,,,1,1,1,1,1,,,,,,,1,,3,3,1,1,2,1,1,3,,,2,3,2,2,1,3,,,,,,,3,3,3,3,3,3,,,,,,,2,1,,,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,,1,2,2,5,1,3,2,2,,1,2,2,3,6,2,3,2,2,4,2,,1,2,2,1,1,1,2,1,4,2,,1,,2,4,3,1,99,4,2,2,99,1.901844750349654,1.3588362641850409
201901022806,27-Aug-2024 18:50:37,27-Aug-2024 19:15:49,3,1,9,2,2,3,1,,,2,,2,2,,4,3,3,3,3,5,1,2,5,2,,1,1,1,1,2,2,1,2,2,2,1,3,2,2,2,2,,1,,,,,,2,2,2,2,2,,,,,,4,4,4,4,4,1,,,,,,2,2,3,1,,,,,,4,3,4,3,1,2,,,4,3,1,1,1,1,,,2,1,,,,,,,3,3,3,3,3,1,,,,,,,2,3,2,2,2,2,,,5,5,3,3,2,2,3,3,2,2,3,3,2,2,2,3,5,4,,2,2,5,1,2,2,2,,2,,1,3,5,3,2,2,1,5,2,,1,1,1,1,1,12,,3,6,1,,2,,1,2,3,2,3,3,2,2,1,1.1113754039189272,1.04958189937199
201901022867,28-Aug-2024 05:44:17,28-Aug-2024 05:52:38,3,1,9,2,2,2,4,4,2,,,,,2,4,5,1,1,5,5,1,1,5,2,,2,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,,2,,,,,,4,4,4,4,4,,,,,,4,3,4,3,4,1,,,,,,3,4,4,2,,,,,,3,2,3,3,1,1,,,3,2,1,1,1,2,,,4,6,,,,,,,3,3,2,3,3,3,,,,,,,3,3,2,3,3,3,,,4,2,4,4,4,4,4,4,4,4,1,1,3,3,2,1,3,1,,3,2,2,1,2,2,2,2,1,2,1,2,3,1,2,1,2,3,2,,1,1,1,1,1,9,,3,6,3,2,,4,2,3,1,1,9,3,2,2,99,0.8965133140261907,1.0117673790935238
201901022912,29-Aug-2024 12:05:59,29-Aug-2024 12:43:44,1,1,9,2,2,1,1,2,,,1,2,,2,3,5,1,1,5,4,4,5,1,2,,2,3,2,2,1,1,1,2,2,4,4,1,1,2,2,2,,1,,,,,,4,4,3,4,3,,,,,,2,2,3,1,3,1,,,,,,4,2,4,3,,,,,,2,1,2,2,2,1,,,4,3,1,4,1,4,,,3,2,,,,,,,2,2,3,2,2,3,,,,,,,1,2,3,2,3,1,,,4,1,4,4,4,3,4,4,4,4,1,1,3,2,2,1,4,1,,3,2,5,1,1,2,2,2,2,,1,1,1,1,2,1,2,3,2,,1,1,1,1,6,10,,3,5,3,1,,4,1,2,1,2,1,3,1,2,1,0.5214719150488313,0.6441385353516645
201901022932,27-Aug-2024 16:20:30,27-Aug-2024 16:27:14,1,1,9,1,2,2,2,1,,1,,2,2,,3,5,3,3,4,4,3,3,5,2,,2,1,2,3,2,2,2,3,4,4,2,3,,,,,1,1,3,2,3,2,4,,,,,,4,4,4,4,4,,,,,,2,4,4,2,4,4,,,,,4,4,4,3,4,,,,,,,,2,2,1,2,2,2,1,1,4,,,1,3,3,1,3,3,,,,,,,2,2,2,2,2,2,,,,,,,1,2,,,3,3,3,3,3,3,3,3,2,2,2,1,1,1,4,,2,2,1,1,1,3,2,2,1,2,,1,2,4,2,2,2,1,6,2,,4,1,1,4,1,10,,3,6,1,,2,,1,2,1,1,9,3,1,2,3,0.7314537735784968,0.6966153655700874
201901023028,30-Aug-2024 20:51:16,30-Aug-2024 21:10:29,1,1,9,1,2,1,1,,,,1,2,,2,3,5,1,2,5,3,5,5,3,2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,1,4,3,4,3,4,,,,,,2,2,2,2,2,,,,,,1,4,4,4,4,4,,,,,2,2,2,2,4,,,,,,,2,,3,3,1,1,1,2,1,3,,,3,3,3,3,1,3,,,,,,,3,3,3,3,3,3,,,,,,,1,1,,,4,4,4,1,4,4,4,1,1,1,2,2,2,1,3,,1,3,2,3,2,,,,,1,2,1,3,5,1,2,2,1,6,2,,1,2,2,1,1,1,1,1,2,2,,2,,2,3,3,1,9,3,1,2,3,0.6128375572369852,0.6769811370939341
